name,type,str_addr,addr_loc,addr_reg,post_code,phone_num
Uqsuq Corporation,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Melville Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Midnight Petroleum,"Furnace Repair, Cleaning & Maintenance",,,,,
Arctic Fuel Services,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">9120 90 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Peace River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T8S 1S2</span>",
TDC Contracting Ltd,Heating Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
Fort Simpson Bulk Fuel Services,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">329 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Fort Simpson Bulk Fuel Services,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Vaydik Crt</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3H7</span>",
Fort Simpson Bulk Fuel Services,Heating Contractors,,,,,
Midnight Petroleum Ltd,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">110 Callinan St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Flin Flon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R8A 1H1</span>",
Sinclair Supply Ltd,Heating Systems & Equipment,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">110 Callinan St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Flin Flon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R8A 1H1</span>",
Triple C Maintenance,Heating Systems & Equipment,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">105-5001 18 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9V 2G7</span>",
Fred's Heating,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">304 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
Sinclair Supply Ltd,Furnaces,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">12 Johnson Cres</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3E9</span>",
Arctic Heating,Heating Systems & Equipment,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">34 Industrial Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Central Mechanical Solutions,Heating Contractors,,,,,
JSL Maintenance & Service Ltd.,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">329 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Commercial-NDS Ltd,Heating Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6605 82nd Avenue NW</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Edmonton</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T6B 0E8</span>",
Clean Air-Northern Services 1998,Heating Consultants,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5024 51 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 1S6</span>",
ACS Mechanical Inc,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 1710</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P3</span>",
Whiponic Wellputer Ltd,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">332-334 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Arctic Heating,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">104-349 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3X6</span>",
ACS Mechanical Inc,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Vaydik Crt</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3H7</span>",
Russ Wallace Sheet Metal Installations,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">43 Mandeville Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3N2</span>",
Central Mechanical Solutions,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Melville Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Emco Frontier Mining,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">157 McDougal Rd, Box 22</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
Premier Radiant Solutions,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">76-80 Breynat St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
JSL Maintenance & Service Ltd,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Studney Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
South Baffin Holdings Ltd,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">70 Industrial Dr SS 31</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
JSL Mechanical Installations Ltd,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">73 Franklin Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Wynberg Automotive,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Hwy 5</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
Jago Services Inc,Heating Contractors,,,,,
Logic Plumbing And Heating Ltd,Heating Contractors,,,,,
Hale Livingston Consulting Inc,Heating Contractors,,,,,
Whiponic Wellputer Ltd,Heating Contractors,,,,,
Arctic Heating,Heating Contractors,,,,,
Taylor & Company,Heating Contractors,,,,,
ACS Mechanical Inc,Heating Contractors,,,,,
Russ Wallace Sheet Metal Installations,Heating Contractors,,,,,
Central Mechanical Solutions,Heating Contractors,,,,,
Jago Services Inc,Heating Contractors,,,,,
Ackerman's Refrigeration,Heating Contractors,,,,,
Roberts Plumbing and Heating,Heating Systems & Equipment,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Bldg 760</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
Roberts Plumbing and Heating,Heating Systems & Equipment,,,,,
Polar Ice Mechanical Plumbing and Heating,Heating Systems & Equipment,,,,,
JSL Maintenance & Service Ltd,Heating Systems & Equipment,,,,,
Kinngait Property Management Ltd,New & Used Boilers,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Enterprise Plumbing & Heating,New & Used Boilers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Melville Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Narwhal Plumbing & Heating,New & Used Boilers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6605 82nd Avenue NW</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Edmonton</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T6B 0E8</span>",
Hope's Ventures,Portable Heaters,,,,,
YK Steam,Solar Heating Systems,,,,,
Wynberg Automotive,Water Heater Dealers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">103 Kam Lake Road</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N2</span>",
Jago Services Inc,Coffee Machines & Roasting Equipment,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">9716 Hardin St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort McMurray</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9H 3J9</span>",
Narwhal Plumbing & Heating,Counter Tops,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">5121 29 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9V 1L4</span>",
Narwhal Plumbing & Heating,Kitchen Accessories,,,,,
Narwhal Plumbing & Heating,Kitchen Cabinets,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 2939 18 Ellesmere Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2R2</span>",
Jago Services Inc,Kitchen Cabinets,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">116 Taltheilei Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P2</span>",
Emco Frontier Mining,Kitchen Cabinets,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4401 52 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S9V 1R6</span>",
Premier Radiant Solutions,Kitchen Cabinets,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">2366 CN</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7L 5X5</span>",
ACS Mechanical Inc,Kitchen Cabinets,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">106 Eldorado St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Warman</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>",,
JSL Mechanical Installations Ltd,Kitchen Planning & Remodelling,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">43013 Mckenzie Hwy</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R9</span>",
Arctic Heating,Kitchen Planning & Remodelling,,,,,
Black & McDonald,Kitchen Planning & Remodelling,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">480C Range Lake Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3R9</span>",
Dynamic Agencies Ltd,Knives & Cutlery,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Norman Wells</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0V0</span>",
Rons Equipment Rental & Industrial Supply,Decorative Ceramic Products,,,,,
Arctic Dist.,Decorative Ceramic Products,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">103 Kam Lake Road</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N2</span>",
Arctic Heating,Decorative Ceramic Products,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">332-334 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Café Niam Coffee,Home Decor & Accessories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Studney Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
K P Woodwright,Home Decor & Accessories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">70 Industrial Dr SS 31</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
MINISO,Home Decor & Accessories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">73 Franklin Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Premium Homes Ltd,Interior Designers,,,,,
K P Woodwright,Interior Designers,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">710 Broadway Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7N 1B4</span>",
